target,fold,model,param_profile,weight_profile,top_k,features,weight_min,weight_max,weight_std,delta_std_val
Q2,4,extra_trees,smooth,subject_class,160,160,0.7531888587965279,1.4320774518465347,0.1825327141307405,0.04943066133929534
Q2,0,extra_trees,smooth,recent_class,160,160,0.37343452016961265,2.4930388095277483,0.4198599727096614,0.09166670954561133
Q2,1,extra_trees,smooth,recent_class,160,160,0.2786021224026623,2.625933654531812,0.47986961804952605,0.07414546059228518
Q2,2,extra_trees,smooth,recent_class,160,160,0.31892883442194425,2.6731519165622135,0.5206801920402029,0.10934240928442411
Q2,3,extra_trees,smooth,recent_class,160,160,0.31875489502607407,3.07487519703036,0.551869692444577,0.11646137723935547
Q2,4,extra_trees,smooth,recent_class,160,160,0.3852755171778563,2.451898783989217,0.416811083883251,0.050332334252737566
Q2,0,extra_trees,smooth,recent_resid,160,160,0.19748574549559283,3.1067171930031106,0.5692137476718786,0.09646563737590724
Q2,1,extra_trees,smooth,recent_resid,160,160,0.1580625942308832,3.266252256803107,0.6358221550601525,0.08996689723973623
Q2,2,extra_trees,smooth,recent_resid,160,160,0.18289949084030468,3.3610180494330395,0.7242320486803632,0.1126597290233645
Q2,3,extra_trees,smooth,recent_resid,160,160,0.19349088632993516,4.056726180846679,0.7943381593091658,0.12263391668530868
Q2,4,extra_trees,smooth,recent_resid,160,160,0.24662797832864475,3.3499415033179236,0.5981037951475735,0.04416988788490315
Q2,0,extra_trees,mid,uniform,160,160,1.0,1.0,0.0,0.07382507276132307
Q2,1,extra_trees,mid,uniform,160,160,1.0,1.0,0.0,0.05946576673261977
Q2,2,extra_trees,mid,uniform,160,160,1.0,1.0,0.0,0.08968284157186776
Q2,3,extra_trees,mid,uniform,160,160,1.0,1.0,0.0,0.08098391447142222
Q2,4,extra_trees,mid,uniform,160,160,1.0,1.0,0.0,0.04117582633713816
Q2,0,extra_trees,mid,subject_class,160,160,0.6944947170525303,1.6015586836136328,0.22920391587672992,0.07722585168277375
Q2,1,extra_trees,mid,subject_class,160,160,0.7064029969484682,1.556954038069732,0.2088245410145694,0.0632532859753635
Q2,2,extra_trees,mid,subject_class,160,160,0.7611092951969975,1.4232779923399739,0.1831577748808994,0.09635243012226556
Q2,3,extra_trees,mid,subject_class,160,160,0.6903658060239651,1.6072749544068028,0.22935723472736116,0.08836758813477265
Q2,4,extra_trees,mid,subject_class,160,160,0.7531888587965279,1.4320774518465347,0.1825327141307405,0.045199474821034466
Q2,0,extra_trees,mid,recent_class,160,160,0.37343452016961265,2.4930388095277483,0.4198599727096614,0.08582053922296594
Q2,1,extra_trees,mid,recent_class,160,160,0.2786021224026623,2.625933654531812,0.47986961804952605,0.07455147689984921
Q2,2,extra_trees,mid,recent_class,160,160,0.31892883442194425,2.6731519165622135,0.5206801920402029,0.1055937314682734
Q2,3,extra_trees,mid,recent_class,160,160,0.31875489502607407,3.07487519703036,0.551869692444577,0.10705656042335068
Q2,4,extra_trees,mid,recent_class,160,160,0.3852755171778563,2.451898783989217,0.416811083883251,0.04877067158300151
Q2,0,extra_trees,mid,recent_resid,160,160,0.19748574549559283,3.1067171930031106,0.5692137476718786,0.08511775331215438
Q2,1,extra_trees,mid,recent_resid,160,160,0.1580625942308832,3.266252256803107,0.6358221550601525,0.07916329985434702
Q2,2,extra_trees,mid,recent_resid,160,160,0.18289949084030468,3.3610180494330395,0.7242320486803632,0.10848389955223911
Q2,3,extra_trees,mid,recent_resid,160,160,0.19349088632993516,4.056726180846679,0.7943381593091658,0.11346754523744451
Q2,4,extra_trees,mid,recent_resid,160,160,0.24662797832864475,3.3499415033179236,0.5981037951475735,0.04277769711587045
Q2,0,extra_trees,wide,uniform,160,160,1.0,1.0,0.0,0.10590969882215784
Q2,1,extra_trees,wide,uniform,160,160,1.0,1.0,0.0,0.10838222811865644
Q2,2,extra_trees,wide,uniform,160,160,1.0,1.0,0.0,0.1246492882486489
Q2,3,extra_trees,wide,uniform,160,160,1.0,1.0,0.0,0.11521558686572188
Q2,4,extra_trees,wide,uniform,160,160,1.0,1.0,0.0,0.06510644819423095
Q2,0,extra_trees,wide,subject_class,160,160,0.6944947170525303,1.6015586836136328,0.22920391587672992,0.11126387034058062
Q2,1,extra_trees,wide,subject_class,160,160,0.7064029969484682,1.556954038069732,0.2088245410145694,0.10973114908873025
